sp003-000001_RV_03	राज्ञी सुदक्षिणा गर्भमाधत्त इत्युक्तम्
sp003-003274_RV_13	वाचि यमो व्रते इति खच्प्रत्ययः
sp003-003275_RV_13	वाचंयमपुरन्दरौ च इति मुम्
sp003-003276_RV_13	तस्य भावः तत्त्वात् मम प्रणतिम् किञ्चित् मूर्ध्नः कम्पेन प्रतिगृह्य विमानेन व्यवधानम् तिरोधानम् तस्मात् मुक्ताम्
sp003-003277_RV_13	अपेतापोढमुक्तपतित इत्यादिना पञ्चमीसमासः
sp003-003278_RV_13	दृष्टिम् पुनः सहस्रार्चिषि सूर्ये सन्निधत्ते
sp003-003279_RV_13	सम्यग्धत्ते इत्यर्थः
sp003-003280_RV_13	अन्यथा अकर्मकत्वप्रसङ्गात्
sp003-003281_RV_13	अद इति
sp003-003282_RV_13	शरणे रक्षणे साधु शरण्यम्
sp003-003283_RV_13	पावयतीति पावनम्
sp003-003284_RV_13	अदः दृश्यमानम् तपोवनम् आहिताग्नेः शरभङ्गनाम्नः मुनेः सम्बन्धि
sp003-003285_RV_13	यः शरभङ्गः चिराय चिरम् अग्निम् समिद्भिः सन्तर्प्य
sp003-003286_RV_13	चिरम् अग्निम् समिद्भिः सन्तर्प्य तर्पयित्वा ततः मन्त्रैः पूताम् शुद्धाम् तनुम् अपि अहौषीत् उतवान्
sp003-003287_RV_13	जुहोतेः लुङ्
sp003-003288_RV_13	छायेति
sp003-003289_RV_13	अधुना अस्मिन्काले तस्य शरभङ्गस्य सम्बन्धिनी अतिथीनाम् सपर्या अतिथिपूजा
sp003-003290_RV_13	पूजा नमस्यापचितिः सपर्यार्चार्हणाः समाः इत्यमरः
sp003-003291_RV_13	छायाभिः विनीतः अपनीतः अध्वपरिश्रमः यैः तेषु भूयिष्ठानि बहुतमानि
sp003-003292_RV_13	सम्भाव्यानि श्लाघ्यानि फलानि येषाम् तेषु अमीषु पादपेषु आश्रमवृक्षेषु सुपुत्रेष्विव स्थिता
sp003-003293_RV_13	तत्पुत्रैरिव पादपैः अनुष्ठीयते इत्यर्थः
sp003-003294_RV_13	धारेति
sp003-003295_RV_13	धाराः निर्झरधाराः
sp003-003296_RV_13	यद्वा धाराया सातत्येन स्वनोद्गारि दरी एव मुखम् यस्य सः
sp003-003297_RV_13	शृङ्गम् शिखरम् विषाणम् च तस्य अग्रे लग्नः अम्बुदः एव वप्रपङ्कः वप्रक्रीडासक्तपङ्कः यस्य सः
sp003-003298_RV_13	असौ चित्रकूटः हे बन्धुरगात्रि उन्नतानताङ्गि
sp003-003299_RV_13	बन्धुरम् तून्नतानतम् इत्यमरः
sp003-003300_RV_13	दृप्तः ककुद्मान् वृषभः इव
sp003-003301_RV_13	मे चक्षुः बध्नाति अनन्यासक्तम् करोति
sp003-003302_RV_13	एषेति
sp003-003303_RV_13	प्रसन्नः निर्मलः स्तिमितः निःस्पन्दः प्रवाहः यस्याः सा विदूरस्य अन्तरस्य
sp003-003304_RV_13	मध्यवर्त्यवकाशस्य भावात् तन्वी दूरदेशवर्तित्वात् तनुत्वेन अवभासमाना मन्दाकिनी नाम काचित् चित्रकूटनिकटगा एषा सरित् नगोपकण्ठे
sp003-003305_RV_13	भूमेः कण्ठगता मुक्तावलीव भाति
sp003-003306_RV_13	अत्र नगस्य शिरस्त्वम् तदुपकण्ठस्य कण्ठत्वम् च गम्यते
sp003-003307_RV_13	अयमिति
sp003-003308_RV_13	गिरेः समीपे अनुगिरम्
sp003-003309_RV_13	गिरेश्च सेनकस्य इति समासान्तः टच्प्रत्ययः
sp003-003310_RV_13	सुजातः सप्तमालः अयम् दृश्यते
sp003-003311_RV_13	यस्य तमालस्य
sp003-003312_RV_13	शोभनः गन्धः यस्य तत् सुगन्धि
sp003-003313_RV_13	गन्धस्य इत्यादिना इकारः समासान्तः
sp003-003314_RV_13	प्रवालम् पल्लवम आदाय मया ते यवाङ्कुरवत् आपाण्डौ
sp003-003315_RV_13	कपोले शोभी शोभते यः सः अवतंसः परिकल्पितः
sp003-003316_RV_13	अनिग्रहेति
