sp006-000001_GB_00-00	शाङ्करभाष्यम्
sp006-001410_GB_04-25	यद्दर्शनम् स तस्मिन् होमः तम् कुर्वन्ति ब्रह्मात्मैकत्वदर्शननिष्ठाः सन्न्यासिन इत्यर्थः
sp006-001411_GB_04-26	श्रोत्रादीनि इन्द्रियाणि अन्ये योगिनः संयमाग्निषु
sp006-001412_GB_04-26	प्रतीन्द्रियम् संयमो भिद्यते इति बहुवचनम्
sp006-001413_GB_04-26	संयमा एव अग्नयः तेषु जुह्वति इन्द्रियसंयमम् एव कुर्वन्ति इत्यर्थः
sp006-001414_GB_04-26	शब्दादीन् विषयान् अन्ये इन्द्रियाग्निषु जुह्वति
sp006-001415_GB_04-26	इन्द्रियाणि एव अग्नयः तेषु इन्द्रियाग्निषु जुह्वति श्रोत्रादिभिः अविरुद्धविषयग्रहणम् होमम् मन्यन्ते
sp006-001416_GB_04-27	सर्वाणि इन्द्रियकर्माणि इन्द्रियाणाम् कर्माणि इन्द्रियकर्माणि
sp006-001417_GB_04-27	तथा प्राणकर्माणि प्राणो वायुः आध्यात्मिकः तत्कर्माणि आकुञ्चनप्रसारणादीनि तानि
sp006-001418_GB_04-27	च अपरे आत्मसंयमयोगाग्नौ आत्मनि संयम आत्मसंयमः
sp006-001419_GB_04-27	स एव योगाग्निः तस्मिन् आत्मसंयमयोगाग्नौ जुह्वति प्रक्षिपन्ति
sp006-001420_GB_04-27	ज्ञानदीपिते स्नेहेनैव प्रदीपिते विवेकविज्ञानेन उज्ज्वलभावम् आपादिते प्रविलापयन्ति इत्यर्थः
sp006-001421_GB_04-28	द्रव्ययज्ञाः तीर्थेषु द्रव्यविनियोगम् यज्ञबुद्ध्या कुर्वन्ति ये ते द्रव्ययज्ञाः
sp006-001422_GB_04-28	तपोयज्ञाः ये तपस्विनः ते तपोयज्ञाः
sp006-001423_GB_04-28	योगयज्ञाः प्राणायामप्रत्याहारादिलक्षणो योगो यज्ञो येषाम् ते योगयज्ञाः
sp006-001424_GB_04-28	तथा अपरे स्वाध्यायज्ञानयज्ञाश्च स्वाध्यायो यथाविधि ऋगाद्यभ्यासो यज्ञो येषाम् ते स्वाध्याययज्ञाः
sp006-001425_GB_04-28	ज्ञानयज्ञाः ज्ञानम् शास्त्रार्थपरिज्ञानम् यज्ञो येषाम् ते ज्ञानयज्ञाश्च यतयो यतनशीलाः
sp006-001426_GB_04-28	संशितव्रताः सम्यक् शितानि तनूकृतानि तीक्ष्णीकृतानि व्रतानि येषाम् ते संशितव्रताः
sp006-001427_GB_04-29	अपाने अपानवृत्तौ जुह्वति प्रक्षिपन्ति प्राणम् प्राणवृत्तिम् पूरकाख्यम् प्राणायामम् कुर्वन्ति इत्यर्थः
sp006-001428_GB_04-29	प्राणे अपानम् तथा अपरे जुह्वति रेचकाख्यम् च प्राणायामम् कुर्वन्ति इति एतत्
sp006-001429_GB_04-29	प्राणापानगती मुखनासिकाभ्याम् वायोः निर्गमनम् प्राणस्य गतिः
sp006-001430_GB_04-29	तद्विपर्ययेण अधोगमनम् अपानस्य ते प्राणापानगती एते
