sp008-000001_SR_01	स मातुः पार्श्वम् प्राप्तः
sp008-001423_YS_32	अत्रेदमाख्यानम् श्रूयते भगवतो जैगीषव्यस्य संस्कारसाक्षात्करणात् दशसु महासर्गेषु जन्मपरिणामक्रमम् अनुपश्यतो विवेकजम् ज्ञानम् प्रादुरभवत्
sp008-001424_YS_32	अथ भगवान् आवट्यस्तनुधरः तमुवाच
sp008-001425_YS_32	दशसु महासर्गेषु भव्यत्वात् अनभिभूतबुद्धिसत्त्वेन त्वया नरकतिर्यग्गर्भसम्भवम् दुःखम् सम्पश्यता देवमनुष्येषु पुनःपुनः उत्पद्यमानेन सुखदुःखयोः किमधिकम् उपलब्धम् इति
sp008-001426_YS_32	भगवन्तम् आवट्यम् जैगीषव्यः उवाच
sp008-001427_YS_32	दशसु महासर्गेषु भव्यत्वात् अनभिभूतबुद्धिसत्त्वेन मया नरकतिर्यग्भवम् दुःखम् सम्पश्यता देवमनुष्येषु पुनःपुनः उत्पद्यमानेन यत्किञ्चिदनुभूतम् तत्सर्वम् दुःखमेव प्रत्यवैमि
sp008-001428_YS_32	भगवान् आवट्य उवाच
sp008-001429_YS_32	यदिदम् आयुष्मतः प्रधानवशित्वम् अनुत्तमम् च सन्तोषसुखम् किमिदमपि दुःखपक्षे निक्षिप्तम् इति
sp008-001430_YS_32	भगवान् जैगीषव्य उवाच
sp008-001431_YS_32	विषयसुखापेक्षया एव इदम् अनुत्तमम् सन्तोषसुखम् उक्तम् कैवल्यापेक्षया दुःखमेव
sp008-001432_YS_32	बुद्धिसत्त्वस्य अयम् धर्मः त्रिगुणः
sp008-001433_YS_32	त्रिगुणश्च प्रत्ययो हेयपक्षे न्यस्तः इति
sp008-001434_YS_32	दुःखरूपः तृष्णातन्तुः
sp008-001435_YS_32	तृष्णादुःखसन्तानापगमात्तु प्रसन्नम् अबाधम् सर्वानुकूलम् सुखमिदम् उक्तमिति
sp008-001436_YS_32	प्रत्ययस्य परचित्तज्ञानम्
sp008-001437_YS_32	प्रत्यये संयमात् प्रत्ययस्य साक्षात् करणात्ततः परचित्तज्ञानम्
sp008-001438_YS_32	न च तत् सालम्बनम् तस्य अविषयीभूतत्वात्
