sp006-000001_GB_00-00	SANkaraBAzyam
sp006-001381_GB_04-24	atra tu samyagdarSanam jYAnayajYaSabditam anekAn yajYaSabditAn kriyAviSezAn upanyasya
sp006-001382_GB_04-24	iti jYAnam stOti
sp006-001383_GB_04-24	atra ca samarTamidam vacanam brahmArpaRam ityAdi jYAnasya yajYatvasampAdane anyaTA sarvasya brahmatve arpaRAdInAmeva
sp006-001384_GB_04-24	viSezato brahmatvABiDAnam anarTakam syAt
sp006-001385_GB_04-24	ye tu arpaRAdizu pratimAyAm vizRudfzwivat brahmadfzwiH kzipyate nAmAdizu iva ca
sp006-001386_GB_04-24	iti bruvate na tezAm brahmavidyA uktA iha vivakzitA syAt
sp006-001387_GB_04-24	arpaRAdivizayatvAt jYAnasya
sp006-001388_GB_04-24	na ca dfzwisampAdanajYAnena mokzaPalam prApyate
sp006-001389_GB_04-24	iti ca ucyate
sp006-001390_GB_04-24	virudDam ca samyagdarSanam antareRa mokzaPalam prApyate iti
sp006-001391_GB_04-24	prakftaviroDaSca samyagdarSanam ca prakftam
sp006-001392_GB_04-24	ityatra ante ca samyagdarSanam tasya eva upasaMhArAt
sp006-001393_GB_04-24	ityAdinA samyagdarSanastutim eva kurvan upakzIRaH aDyAyaH
sp006-001394_GB_04-24	tatra akasmAt arpaRAdO brahmadfzwiH aprakaraRe pratimAyAm iva vizRudfzwiH ucyate iti anupapannam
sp006-001395_GB_04-24	tasmAt yaTAvyAKyAtArTa eva ayam SlokaH
sp006-001396_GB_04-25	dEvam eva devA ijyante yena yajYena asO dEvo yajYaH
sp006-001397_GB_04-25	tameva apare yajYam yoginaH karmiRaH paryupAsate kurvanti ityarTaH
sp006-001398_GB_04-25	brahmAgnO satyam jYAnamanantam brahma
sp006-001399_GB_04-25	tEttarIya upanizat dvi eka
sp006-001400_GB_04-25	vijYAnamAnandam brahma bfhadAraRyaka upanizat tri nava azwAviMSati
sp006-001401_GB_04-25	bfhadAraRyaka upanizat tri catuH ekam
sp006-001402_GB_04-25	ityAdivacanoktam aSanAyAdisarvasaMsAraDarmavarjitam neti neti iti nirastASezaviSezam brahmaSabdena ucyate
sp006-001403_GB_04-25	brahma ca tadagniSca sa homADikaraRatvavivakzayA brahmAgniH
sp006-001404_GB_04-25	tasmin brahmAgnO apare anye brahmavidaH
sp006-001405_GB_04-25	yajYam yajYaSabdavAcya AtmA AtmanAmasu yajYaSabdasya pAWAt
sp006-001406_GB_04-25	tam AtmAnam yajYam paramArTataH param eva brahma
sp006-001407_GB_04-25	santam budDyAdyupADisaMyuktam aDyastasarvopADiDarmakam AhutirUpam
sp006-001408_GB_04-25	yajYena eva AtmanA eva uktalakzaRena upajuhvati prakzipanti
sp006-001409_GB_04-25	sopADikasya Atmano nirupADikena parabrahmasvarUpeRa eva
sp006-001410_GB_04-25	yaddarSanam sa tasmin homaH tam kurvanti brahmAtmEkatvadarSananizWAH sannyAsina ityarTaH
sp006-001411_GB_04-26	SrotrAdIni indriyARi anye yoginaH saMyamAgnizu
sp006-001412_GB_04-26	pratIndriyam saMyamo Bidyate iti bahuvacanam
sp006-001413_GB_04-26	saMyamA eva agnayaH tezu juhvati indriyasaMyamam eva kurvanti ityarTaH
sp006-001414_GB_04-26	SabdAdIn vizayAn anye indriyAgnizu juhvati
sp006-001415_GB_04-26	indriyARi eva agnayaH tezu indriyAgnizu juhvati SrotrAdiBiH avirudDavizayagrahaRam homam manyante
sp006-001416_GB_04-27	sarvARi indriyakarmARi indriyARAm karmARi indriyakarmARi
sp006-001417_GB_04-27	taTA prARakarmARi prARo vAyuH ADyAtmikaH tatkarmARi AkuYcanaprasAraRAdIni tAni
sp006-001418_GB_04-27	ca apare AtmasaMyamayogAgnO Atmani saMyama AtmasaMyamaH
sp006-001419_GB_04-27	sa eva yogAgniH tasmin AtmasaMyamayogAgnO juhvati prakzipanti
sp006-001420_GB_04-27	jYAnadIpite snehenEva pradIpite vivekavijYAnena ujjvalaBAvam ApAdite pravilApayanti ityarTaH
sp006-001421_GB_04-28	dravyayajYAH tIrTezu dravyaviniyogam yajYabudDyA kurvanti ye te dravyayajYAH
sp006-001422_GB_04-28	tapoyajYAH ye tapasvinaH te tapoyajYAH
sp006-001423_GB_04-28	yogayajYAH prARAyAmapratyAhArAdilakzaRo yogo yajYo yezAm te yogayajYAH
sp006-001424_GB_04-28	taTA apare svADyAyajYAnayajYASca svADyAyo yaTAviDi fgAdyaByAso yajYo yezAm te svADyAyayajYAH
sp006-001425_GB_04-28	jYAnayajYAH jYAnam SAstrArTaparijYAnam yajYo yezAm te jYAnayajYASca yatayo yatanaSIlAH
sp006-001426_GB_04-28	saMSitavratAH samyak SitAni tanUkftAni tIkzRIkftAni vratAni yezAm te saMSitavratAH
sp006-001427_GB_04-29	apAne apAnavfttO juhvati prakzipanti prARam prARavfttim pUrakAKyam prARAyAmam kurvanti ityarTaH
sp006-001428_GB_04-29	prARe apAnam taTA apare juhvati recakAKyam ca prARAyAmam kurvanti iti etat
sp006-001429_GB_04-29	prARApAnagatI muKanAsikAByAm vAyoH nirgamanam prARasya gatiH
sp006-001430_GB_04-29	tadviparyayeRa aDogamanam apAnasya te prARApAnagatI ete
sp006-001431_GB_04-29	rudDvA niruDya prARAyAmaparAyaRAH prARAyAmatatparAH kumBakAKyam prARAyAmam kurvanti ityarTaH
sp006-001432_GB_04-30	apare niyatAhArA niyataH parimitAhAro yezAm te niyatAhArAH santaH
sp006-001433_GB_04-30	prARAn vAyuBedAn prARezu eva juhvati
sp006-001434_GB_04-30	yasya yasya vAyoH jayaH kriyate itarAn vAyuBedAn tasmin tasmin juhvati
sp006-001435_GB_04-30	te tatra pravizwA iva Bavanti
sp006-001436_GB_04-30	sarve api ete yajYavido yajYakzapitakalmazAH yajYEH yaToktEH kzapito nASitaH kalmazo yezAm te yajYakzapitakalmazAH
sp006-001437_GB_04-31	yajYaSizwAmftaBujo yajYAnAm Sizwam yajYaSizwam yajYaSizwam ca tadamftam ca yajYaSizwAmftam
sp006-001438_GB_04-31	tat BuYjate iti yajYaSizwAmftaBujo
sp006-001439_GB_04-31	yaToktAn yajYAn kftvA tacCizwena kAlena yaTAviDicoditam annam amftAKyam BuYjate iti
sp006-001440_GB_04-31	yajYaSizwAmftaBujo yAnti gacCanti brahma sanAtanam cirantanam mumukzavaScet
sp006-001441_GB_04-31	kAlAtikramApekzayA iti sAmarTyAt gamyate
sp006-001442_GB_04-31	na ayam lokaH sarvaprARisADAraRaH api asti
sp006-001443_GB_04-31	yaToktAnAm yajYAnAm ekaH api yajYo yasya na asti sa ayajYaH
sp006-001444_GB_04-31	tasya kutaH anyo viSizwasADanasADyaH kurusattama
sp006-001445_GB_04-32	evam yaToktA bahuviDA bahuprakArA yajYA vitatA vistIrRA brahmaRo vedasya
sp006-001446_GB_04-32	muKe dvAre vedadvAreRa avagamyamAnA brahmaRo muKe vitatA ucyante
sp006-001447_GB_04-32	karmajAn kAyikavAcikamAnasakarmodBAvAn vidDi tAn sarvAn anAtmajAn
sp006-001448_GB_04-32	nirvyApAro hi AtmA
sp006-001449_GB_04-32	na madvyApArA ime nirvyApAraH aham udAsIna iti
sp006-001450_GB_04-32	evam jYAtvA asmAt samyagdarSanAt mokzyase saMsArabanDanAt ityarTaH
sp006-001451_GB_04-33	yajYASca aneke upadizwAH
sp006-001452_GB_04-33	tEH sidDapuruzArTaprayojanEH jYAnam stUyate
sp006-001453_GB_04-33	SreyAn dravyamayAt dravyasADanasADyAt yajYAt jYAnayajYo he parantapa
sp006-001454_GB_04-33	dravyamayo hi yajYaH Palasya AramBako jYAnayajYo na PalAramBakaH ataH SreyAn praSasyataraH
sp006-001455_GB_04-33	kaTam yataH sarvam karma samastam aKilam apratibadDam
sp006-001456_GB_04-33	pArTa jYAne mokzasADane sarvataHsamplutodakasTAnIye parisamApyate antarBavati ityarTaH
sp006-001457_GB_04-33	CAndogya upanizat catuH ekaH catuH iti SruteH
sp006-001458_GB_04-34	tadvidDi vijAnIhi yena viDinA prApte iti AcAryAn aBigamya
sp006-001459_GB_04-34	praRipAtena prakarzeRa nIcEH patanam praRipAto dIrGanamaskAraH
sp006-001460_GB_04-34	tena kaTam banDaH kaTam mokzaH kA vidyA kA ca avidyA iti
sp006-001461_GB_04-34	guruSuSrUzayA
sp006-001462_GB_04-34	evam AdinA praSrayeRa AvarjitA AcAryA upadekzyanti kaTayizyanti
sp006-001463_GB_04-34	te jYAnam yaToktaviSezaRam jYAninaH
sp006-001464_GB_04-34	jYAnavantaH api kecit yaTAvat tattvadarSanaSIlA
sp006-001465_GB_04-34	apare na ato viSinazwi tattvadarSina iti
sp006-001466_GB_04-34	ye samyagdarSinaH tEH upadizwam jYAnam kAryakzamam Bavati na itarat iti Bagavato matam
sp006-001467_GB_04-35	yad jYAtvA yad jYAnam tEH upadizwam aDigamya prApya punaH BUyo
sp006-001468_GB_04-35	moham evam yaTA idAnIm moham gataH asi punaH evam na yAsyasi he pARqava
sp006-001469_GB_04-35	kiYca yena jYAnena BUtAni aSezeRa brahmAdIni stambaparyantAni
sp006-001470_GB_04-35	drakzyasi sAkzAt Atmani pratyagAtmani matsaMsTAni imAni BUtAni iti
sp006-001471_GB_04-35	aTo api mayi vAsudeve parameSvare ca imAni iti
sp006-001472_GB_04-35	kzetrajYeSvarEkatvam sarvopanizatprasidDam drakzyasi ityarTaH
sp006-001473_GB_04-36	api cet asi pApeByaH pApakfdByaH sarveByaH atiSayena pApakft pApakfttamaH
sp006-001474_GB_04-36	sarvam jYAnaplavena eva jYAnam eva plavam kftvA vfjinam vfjinArRavam pApam santarizyasi
sp006-001475_GB_04-36	DarmaH api iha mumukzoH pApam ucyate
sp006-001476_GB_04-37	yaTA eDAMsi kAzWAni samidDaH samyak idDo dIptaH agniH BasmasAt BasmIBAvam kurute arjuna
sp006-001477_GB_04-37	jYAnam eva agniH jYAnAgniH sarvakarmARi BasmasAt kurute taTA nirbIjIkaroti ityarTaH
sp006-001478_GB_04-37	na hi sAkzAdeva jYAnAgniH karmARi inDanavat BasmIkartum Saknoti
sp006-001479_GB_04-37	tasmAt samyagdarSanam sarvakarmaRAm nirbIjatve kAraRam iti aBiprAyaH
sp006-001480_GB_04-37	sAmarTyAt yena karmaRA SarIram ArabDam tat pravfttaPalatvAt upaBogena eva kzIyate
sp006-001481_GB_04-37	ato yAni apravfttaPalAni jYAnotpatteH prAk kftAni jYAnasahaBAvIni ca
sp006-001482_GB_04-37	atItAnekajanmakftAni ca tAni eva sarvARi BasmasAt kurute
sp006-001483_GB_04-38	na hi jYAnena sadfSam tulyam pavitram pAvanam SudDikaram iha vidyate
sp006-001484_GB_04-38	tat jYAnam svayam eva yogasaMsidDo yogena karmayogena samADiyogena ca saMsidDaH
sp006-001485_GB_04-38	saMskfto yogyatAm Apanno mumukzuH kAlena mahatA Atmani vindati laBate ityarTaH
sp006-001486_GB_04-39	SradDAvAn SradDAluH laBate jYAnam
sp006-001487_GB_04-39	SradDAlutve api Bavati kaScit mandaprasTAnaH ata Aha tatparo
sp006-001488_GB_04-39	gurUpasadanAdO aBiyuktaH jYAnalabDyupAye
sp006-001489_GB_04-39	SradDAvAn tatparaH api ajitendriyaH syAt iti yataH Aha
sp006-001490_GB_04-39	saMyatendriyaH saMyatAni vizayeByo nivartitAni yasya indriyARi sa saMyatendriyaH
sp006-001491_GB_04-39	ya evamBUtaH SradDAvAn tatparaH saMyatendriyaH ca saH avaSyam jYAnam laBate
sp006-001492_GB_04-39	praRipAtAdiH tu bAhyaH anEkAntikaH api Bavati
sp006-001493_GB_04-39	mAyAvitvAdisamBavAt na tu tat SradDAvattvAdO iti ekAntato jYAnalabDyupAyaH
sp006-001494_GB_04-39	kim punaH jYAnalABAt syAt iti ucyate
sp006-001495_GB_04-39	jYAnam labDvA parAm mokzAKyAm SAntim uparatim acireRa kzipram eva aDigacCati
sp006-001496_GB_04-39	samyagdarSanAt kzipram mokzo BavatIti sarvaSAstranyAyaprasidDaH suniScitaH arTaH
sp006-001497_GB_04-40	kaTam ucyate
sp006-001498_GB_04-40	ajYaH ca anAtmajYaH aSraddaDAnaH ca saMSayAtmA ca vinaSyati
sp006-001499_GB_04-40	ajYASraddaDAnO yadyapi vinaSyataH taTApi na taTA yaTA saMSayAtmA
sp006-001500_GB_04-40	saMSayAtmA tu pApizWaH sarvezAm kaTam
sp006-001501_GB_04-40	na ayam sADAraRaH api lokaH asti
sp006-001502_GB_04-40	taTA na paro loko
sp006-001503_GB_04-40	na suKam tatra api saMSayopapatteH saMSayAtmanaH saMSayacittasya
sp006-001504_GB_04-40	tasmAt saMSayo na kartavyaH
sp006-001505_GB_04-41	yogasannyastakarmARam paramArTadarSanalakzaRena yogena sannyastAni karmARi yena paramArTadarSinA
sp006-001506_GB_04-41	DarmADarmAKyAni tam yogasannyastakarmARam
sp006-001507_GB_04-41	kaTam yogasannyastakarmA iti Aha
sp006-001508_GB_04-41	jYAnena AtmeSvarEkatvadarSanalakzaRena saYCinnaH saMSayo yasya sa jYAnasaYCinnasaMSayaH
sp006-001509_GB_04-41	ya evam yogasannyastakarmA tam Atmavantam apramattam guRacezwArUpeRa dfzwAni
sp006-001510_GB_04-41	karmARi na nibaDnanti anizwAdirUpam Palam na AraBante he DanaYjaya
sp006-001511_GB_04-42	karmaBiH jYAnAgnidagDakarmatvAt eva
sp006-001512_GB_04-42	yasmAcca jYAnakarmAnuzWAnavizaye saMSayavAn vinaSyati
sp006-001513_GB_04-42	tasmAt pApizWam ajYAnasamBUtam ajYAnAt avivekAt jAtam hftsTam hfdi budDO sTitam
sp006-001514_GB_04-42	jYAnAsinA SokamohAdidozaharam samyagdarSanam jYAnam
sp006-001515_GB_04-42	tadeva asiH KaqgaH tena jYAnAsinA AtmanaH svasya AtmavizayatvAt saMSayasya
sp006-001516_GB_04-42	na hi parasya saMSayaH pareRa cCettavyatAm prApto yena svasya iti viSezyate
sp006-001517_GB_04-42	ata AtmavizayaH api svasya eva Bavati
sp006-001518_GB_04-42	CittvA enam saMSayam svavinASahetuBUtam yogam samyagdarSanopAyakarmAnuzWAnam AtizWa kuru ityarTaH
sp006-001519_GB_04-42	uttizWa ca idAnIm yudDAya BArata iti
sp006-001520_GB_04-42	iti SrImahABArate SatasAhasryAm saMhitAyAm vEyAsikyAm BIzmaparvaRi
sp006-001521_GB_04-42	SrImadBagavadgItAsu upanizatsu brahmavidyAyAm yogaSAstre SrIkfzRArjunasaMvAde jYAnakarmasannyAsayogo nAma caturToऽDyAyaH
sp006-001522_GB_04-42	iti SrImatparamahaMsaparivrAjakAcArya govindaBagavatpUjyapAdaSizya SrImacCaNkaraBagavataH kftO SrIBagavadgItABAzye brahmayajYapraSaMsAnAma caturToऽDyAyaH
sp006-001523_GB_05-00_1	ityantEH vacanEH sarvakarmasannyAsam avocat BagavAn
sp006-001524_GB_05-00_1	iti anena vacanena yogam ca karmAnuzWAnalakzaRam anutizWa iti uktavAn
sp006-001525_GB_05-00_1	tayoH uBayoSca karmAnuzWAnakarmasannyAsayoH sTitigativat parasparaviroDAt ekena saha kartum aSakyatvAt
sp006-001526_GB_05-00_1	kAlaBedena ca anuzWAnaviDAnABAvAt arTAt etayoH anyatarakartavyatAprAptO satyAm
sp006-001527_GB_05-00_1	yat praSasyataram etayoH karmAnuzWAnakarmasannyAsayoH tat kartavyam na itarat iti
sp006-001528_GB_05-00_1	evam manyamAnaH praSasyatarabuButsayA arjuna uvAca
sp006-001529_GB_05-00_1	nanu ca Atmavido jYAnayogena nizWAm pratipipAdayizan pUrvodAhftEH vacanEH BagavAn sarvakarmasannyAsam avocat
sp006-001530_GB_05-00_1	na tu anAtmajYasya
sp006-001531_GB_05-00_1	ataSca karmAnuzWAnakarmasannyAsayoH BinnapuruzavizayatvAt anyatarasya
sp006-001532_GB_05-00_1	praSasyataratvabuButsayA praSnaH anupapannaH
sp006-001533_GB_05-00_1	satyameva tvadaBiprAyeRa praSno na upapadyate prazwuH svABiprAyeRa punaH praSno yujyate eva iti vadAmaH
sp006-001534_GB_05-00_1	pUrvodAhftEH vacanEH BagavatA karmasannyAsasya kartavyatayA vivakzitatvAt prADAnyam
sp006-001535_GB_05-00_1	antareRa ca kartAram tasya kartavyatvAsamBavAt anAtmavidapi kartA pakze prAptaH anUdyateva
sp006-001536_GB_05-00_1	na punaH Atmavitkartfkatvam eva sannyAsasya vivakzitam iti
sp006-001537_GB_05-00_1	evam manvAnasya arjunasya karmAnuzWAnakarmasannyAsayoH avidvatpuruzakartfkatvam api astIti pUrvoktena prakAreRa tayoH parasparaviroDAt
sp006-001538_GB_05-00_1	anyatarasya kartavyatve prApte praSasyataram ca kartavyam na itarat iti praSasyataravividizayA praSno na anupapannaH
sp006-001539_GB_05-00_1	prativacanavAkyArTanirUpaRenApi prazwuH aBiprAya evam eva iti gamyate kaTam
sp006-001540_GB_05-00_1	sannyAsakarmayogO niHSreyasakarO tayostu karmayogo viSizyate paYcamADyAyaH dvitIyaH SlokaH iti prativacanam
sp006-001541_GB_05-00_1	etannirUpyam kimanena AtmavitkartfkayoH sannyAsakarmayogayoH niHSreyasakaratvam prayojanam uktvA
sp006-001542_GB_05-00_1	tayoreva kutaScit viSezAt karmasannyAsAt karmayogasya viSizwatvam ucyate
sp006-001543_GB_05-00_1	Ahosvit anAtmavitkartfkayoH sannyAsakarmayogayoH taduBayam ucyate iti
sp006-001544_GB_05-00_1	kiYca ato yadi AtmavitkartfkayoH karmasannyAsakarmayogayoH niHSreyasakaratvam
sp006-001545_GB_05-00_1	tayostu karmasannyAsAt karmayogasya viSizwatvam ucyate
sp006-001546_GB_05-00_1	yadi vA anAtmavitkartfkayoH sannyAsakarmayogayoH taduBayam ucyate iti
sp006-001547_GB_05-00_1	atra ucyate AtmavitkartfkayoH sannyAsakarmayogayoH asamBavAt tayoH niHSreyasakaratvavacanam tadIyAt ca
sp006-001548_GB_05-00_1	karmasannyAsAt karmayogasya viSizwatvABiDAnam iti etaduBayam anupapannam
sp006-001549_GB_05-00_1	yadi anAtmavidaH karmasannyAsaH tatpratikUlaSca karmAnuzWAnalakzaRaH karmayogaH samBavetAm
sp006-001550_GB_05-00_1	tadA tayoH niHSreyasakaratvoktiH
sp006-001551_GB_05-00_1	karmayogasya ca karmasannyAsAt viSizwatvABiDAnam iti etat uBayam upapadyate
sp006-001552_GB_05-00_1	Atmavidastu sannyAsakarmayogayoH asamBavAt tayoH niHSreyasakaratvABiDAnam karmasannyAsAt ca karmayogo viSizyate iti ca anupapannam
sp006-001553_GB_05-00_2	yadA ca anyatarasya asamBavaH tadA kim karmasannyAsasya uta karmayogasya iti
sp006-001554_GB_05-00_2	asamBave kAraRam ca vaktavyam iti
sp006-001555_GB_05-00_2	atra ucyate Atmavido nivfttamiTyAjYAnatvAt viparyayajYAnamUlasya karmayogasya asamBavaH syAt
sp006-001556_GB_05-00_2	janmAdisarvavikriyArahitatvena nizkriyam AtmAnam Atmatvena yo vetti
sp006-001557_GB_05-00_2	yasya AtmavidaH samyagdarSanena apAstamiTyAjYAnasya nizkriyAtmasvarUpAvasTAnalakzaRam sarvakarmasannyAsam uktvA
sp006-001558_GB_05-00_2	tadviparItasya miTyAjYAnamUlakartftvABimAnapuraHsarasya
sp006-001559_GB_05-00_2	sakriyAtmasvarUpAvasTAnarUpasya karmayogasya iha SAstre tatra tatra AtmasvarUpanirUpaRapradeSezu
sp006-001560_GB_05-00_2	samyagjYAnamiTyAjYAnatatkAryaviroDAt aBAvaH pratipAdyate yasmAt
sp006-001561_GB_05-00_2	tasmAt Atmavido nivfttamiTyAjYAnasya viparyayajYAnamUlaH karmayogo na samBavatIti yuktam uktam syAt
sp006-001562_GB_05-00_2	kezu kezu punaH AtmasvarUpanirUpaRapradeSezu AtmavidaH karmABAvaH pratipAdyate iti atra ucyate
sp006-001563_GB_05-00_2	ityAdO tatra tatra AtmavidaH karmABAva ucyate
sp006-001564_GB_05-00_2	nanu ca karmayogaH api AtmasvarUpanirUpaRapradeSezu tatra tatra pratipAdyate eva tadyaTA
sp006-001565_GB_05-00_2	ataSca kaTam AtmavidaH karmayogasya asamBavaH syAt iti
sp006-001566_GB_05-00_2	atra ucyate samyagjYAnamiTyAjYAnatatkAryaviroDAt
sp006-001567_GB_05-00_2	iti anena sANKyAnAm AtmatattvavidAm anAtmavitkartfkakarmayoganizWAto
sp006-001568_GB_05-00_2	nizkriyAtmasvarUpAvasTAnalakzaRAyA jYAnayoganizWAyAH pfTakkaraRAt
sp006-001569_GB_05-00_2	kftakftyatvena AtmavidaH prayojanAntarABAvAt
sp006-001570_GB_05-00_2	iti kartavyAntarABAvavacanAcat ca
sp006-001571_GB_05-00_2	ityAdinA ca AtmajYAnANgatvena karmayogasya viDAnAt
sp006-001572_GB_05-00_2	iti anena ca utpannasamyagdarSanasya karmayogABAvavacanAt
sp006-001573_GB_05-00_2	iti ca SarIrasTitikAraRAtiriktasya karmaRo nivAraRAt
sp006-001574_GB_05-00_2	iti anena ca SarIrasTitimAtraprayuktezu api darSanaSravaRAdikarmasu AtmayATAtmyavidaH
sp006-001575_GB_05-00_2	karomi iti pratyayasya samAhitacetastayA sadA akartavyatvopadeSAt
sp006-001576_GB_05-00_2	AtmatattvavidaH samyagdarSanavirudDo miTyAjYAnahetukaH karmayogaH svapne api na samBAvayitum Sakyate yasmAt
sp006-001577_GB_05-00_2	tasmAt anAtmavitkartfkayoH eva sannyAsakarmayogayoH niHSreyasakaratvavacanam tadIyAcca
sp006-001578_GB_05-00_2	karmasannyAsAt pUrvoktAtmavitkartfka sarvakarmasannyAsavilakzaRAt satI eva
sp006-001579_GB_05-00_2	kartftvavijYAne karmEkadeSavizayAt yamaniyamAdisahitatvena ca duranuzWeyatvAt sukaratvena ca
sp006-001580_GB_05-00_2	karmayogasya viSizwatvABiDAnam iti
sp006-001581_GB_05-00_2	evam prativacanavAkyArTanirUpaRena api pUrvoktaH prazwuH aBiprAyo niScIyate iti sTitam
sp006-001582_GB_05-00_2	iti atra jYAnakarmaRoH sahAsamBave
sp006-001583_GB_05-00_2	yat Sreya etayoH tat me brUhi
sp006-001584_GB_05-00_2	iti evam pfzwaH arjunena BagavAn sAN KyAnAm sannyAsinAm jYAnayogena nizWA
sp006-001585_GB_05-00_2	punaH karmayogena yoginAm nizWA proktA iti nirRayam cakAra
sp006-001586_GB_05-00_2	na ca sannyasanAdeva kevalAt sidDim samaDigacCati iti vacanAt
sp006-001587_GB_05-00_2	jYAnasahitasya sidDisADanatvam izwam karmayogasya ca viDAnAt
sp006-001588_GB_05-00_2	jYAnarahitaH sannyAsaH SreyAn kim vA karmayogaH SreyAn
sp006-001589_GB_05-00_2	iti etayoH viSezabuButsayA
sp006-001590_GB_05-01	sannyAsam parityAgam karmaRAm SAstrIyARAm anuzWAna viSezARAm SaMsasi kaTayasi iti etat
sp006-001591_GB_05-01	punaH yogam ca tezAmeva anuzWAnam avaSyakartavyam SaMsasi
sp006-001592_GB_05-01	ato me katarat Sreya iti saMSayaH kim karmAnuzWAnam SreyaH kim vA tadDAnam iti
sp006-001593_GB_05-01	praSasyataram ca anuzWeyam ataSca
sp006-001594_GB_05-01	yat SreyaH praSasyataram etayoH karmasannyAsakarmAnuzWAnayoH yadanuzWAnAt SreyovAptiH mama syAditi manyase
sp006-001595_GB_05-01	tadekam anyatarat sahEkapuruzAnuzWeyatvAsamBavAt me brUhi suniScitam aBipretam tava iti
sp006-001596_GB_05-02	SrIBagavAn uvAca
sp006-001597_GB_05-02	sannyAsaH karmaRAm parityAgaH karmayogaH ca tezAm anuzWAnam tO uBO api niHSreyasakarO niSreyasam mokzam kurvAte
sp006-001598_GB_05-02	jYAnotpattihetutvena uBO yadyapi niHSreyasakarO taTApi tayoH tu
sp006-001599_GB_05-02	niHSreyasahetvoH karmasannyAsAt kevalAt karmayogo viSizyate iti karmayogam stOti
sp006-001600_GB_05-03	jYeyo jYAtavyaH sa karmayogI nityasannyAsI iti yo na dvezwi kiYcit na kANkzati duHKasuKe tatsADane ca
sp006-001601_GB_05-03	evaMviDo yaH karmaRi vartamAnaH api sa nityasannyAsI iti jYAtavya ityarTaH
sp006-001602_GB_05-03	nirdvandvo dvandvavarjito hi yasmAt mahAbAho suKam banDAt anAyAsena pramucyate
sp006-001603_GB_05-04	niHSreyasakaratvameva iti prApte idam ucyate
sp006-001604_GB_05-04	sAN KyayogO pfTak virudDaBinnaPalO bAlAH pravadanti na paRqitAH
sp006-001605_GB_05-04	paRqitAstu jYAnina ekam Palam avirudDam icCanti kaTam
sp006-001606_GB_05-04	ekamapi sANKyayogayoH samyagAsTitaH samyaganuzWitavAn ityarTaH
sp006-001607_GB_05-04	uBayoH vindate Palam
sp006-001608_GB_05-04	uBayoH tadeva hi niHSreyasam Palam ato na Pale viroDaH asti
sp006-001609_GB_05-04	nanu sannyAsakarmayogaSabdena prastutya sAN KyayogayoH PalEkatvam kaTamiha aprakftam bravIti
sp006-001610_GB_05-04	na eza dozaH
sp006-001611_GB_05-04	yadyapi arjunena sannyAsam karmayogam ca kevalam aBipretya praSnaH kftaH
sp006-001612_GB_05-04	BagavAn tu tadaparityAgena eva svABipretam ca viSezam saMyojya SabdAntaravAcyatayA prativacanam dadO
sp006-001613_GB_05-04	sAN KyayogO iti
sp006-001614_GB_05-04	tO eva sannyAsakarmayogO jYAna tadupAya samabudDitvAdisaMyuktO sAN KyayogaSabdavAcyO iti Bagavato matam
sp006-001615_GB_05-04	ato na aprakftaprakriyA iti
sp006-001616_GB_05-05	yat sANKyEH jYAnanizWEH sannyAsiBiH prApyate sTAnam mokzAKyam
sp006-001617_GB_05-05	tadyogEH api jYAnaprAptyupAyatvena ISvare samarpya karmARi AtmanaH Palam anaBisanDAya anutizWanti ye
sp006-001618_GB_05-05	te yoginaH tErapi paramArTajYAnasannyAsaprAptidvAreRa gamyate iti aBiprAyaH
sp006-001619_GB_05-05	ataH ekam sAN Kyam yogam ca yaH paSyati PalEkatvAt sa samyak paSyati ityarTaH
sp006-001620_GB_05-06	kaTam tarhi idamuktam
sp006-001621_GB_05-06	SfRu tatra kAraRam
sp006-001622_GB_05-06	tvayA pfzwam kevalam karmasannyAsam karmayogam ca aBipretya tayoH anyataraH kaH SreyAn
sp006-001623_GB_05-06	tadanurUpam prativacanam mayA uktam karmasannyAsAt karmayogo viSizyate iti jYAnam anapekzya
sp006-001624_GB_05-06	jYAnApekzastu sannyAsaH sAN Kyam iti mayA aBipretaH
sp006-001625_GB_05-06	paramArTayogaSca sa eva
sp006-001626_GB_05-06	yastu karmayogo vEdikaH sa tAdarTyAt yogaH sannyAsa iti ca upacaryate
sp006-001627_GB_05-06	kaTam tAdarTyam iti ucyate
sp006-001628_GB_05-06	sannyAsastu pAramArTiko duHKam Aptum prAptum ayogato yogena vinA
sp006-001629_GB_05-06	yogayukto vEdikena karmayogena ISvarasamarpitarUpeRa PalanirapekzeRa yukto
sp006-001630_GB_05-06	muniH mananAt ISvarasvarUpasya muniH
sp006-001631_GB_05-06	nArAyaRopanizat dvi azwasaptati iti SruteH
sp006-001632_GB_05-06	brahma paramArTasannyAsam paramArTajYAnanizWAlakzaRam nacireRa kziprameva aDigacCati prApnoti
sp006-001633_GB_05-06	ato mayA uktam
sp006-001634_GB_05-07	yogena yukto yogayukto viSudDAtmA viSudDasattvo vijitAtmA vijitadeho
